,매출액(억원),영업이익(억원),당기순이익(억원),영업이익률(%),순이익률(%),ROE(%),부채비율(%),당좌비율(%),유보율(%),EPS(원),PER(배),BPS(원),PBR(배),주당배당금(원),시가배당율(%),배당성향(%),회사명
2020.12,1868.0,46.0,57.0,2.46,3.07,9.87,108.78,112.3,1038.06,268.0,5.81,2869.0,0.54,51.0,3.25,18.35,동양에스텍
2021.12,2424.0,228.0,192.0,9.4,7.93,28.21,108.58,74.86,651.43,918.0,3.8,3759.0,0.93,50.0,1.43,5.34,동양에스텍
2022.12(E),,,,,,,,,,,,,,,,,동양에스텍
2019.12,730.0,10.0,11.0,1.36,1.49,2.08,29.97,240.15,207.37,31.0,62.76,1559.0,1.26,15.0,0.77,46.65,국영지앤엠
2020.12,644,-21,-13,-3.20,-2.03,-2.51,37.28,203.70,196.98,-37,-74.04,1505,1.84,-,-,-,국영지앤엠
2021.12,550.0,-67.0,-49.0,-12.25,-8.83,-10.01,43.61,136.98,169.12,-139.0,-13.21,1362.0,1.35,,,,국영지앤엠
2022.12(E),,,,,,,,,,,,,,,,,국영지앤엠
2019.12,560,-5,-12,-0.83,-2.17,-3.72,90.80,101.33,182.80,-52,-31.07,1371,1.17,,,-,피델릭스
2020.12,587,-37,-52,-6.38,-8.78,-14.08,61.02,147.54,134.60,-180,-7.24,1138,1.15,,,-,피델릭스
2021.12,776.0,38.0,29.0,4.91,3.74,7.45,29.25,343.05,151.96,88.0,17.56,1226.0,1.26,,,,피델릭스
2022.12(E),,,,,,,,,,,,,,,,,피델릭스
2019.12,155,-161,-331,-103.36,-213.46,-96.01,97.83,113.45,-25.94,-107858,-0.06,74273,0.08,,,-,디에스앤엘
2020.12,15,-1,-31,-9.32,-207.32,-5.80,28.93,390.78,-18.95,-3816,-0.35,81942,0.02,-,-,-,디에스앤엘
2021.12,30.0,-50.0,6.0,-162.71,20.69,-8.79,175.41,405.31,-81.22,338.0,3.95,94.0,14.22,,,,디에스앤엘
2022.12(E),,,,,,,,,,,,,,,,,디에스앤엘
2019.12,242,-41,-234,-17.10,-97.10,-81.56,60.07,44.16,233.84,-3251,-1.30,3169,1.34,,,-,에스엘바이오닉스
2020.12,286,-33,-17,-11.61,-6.03,-4.82,39.25,85.04,135.09,-134,-19.75,2282,1.16,,,-,에스엘바이오닉스
2021.12,219,-73,-50,-33.41,-23.00,-10.85,56.04,26.30,1990.59,-241,-5.76,2078,0.67,,,-,에스엘바이오닉스
2022.12(E),,,,,,,,,,,,,,,,,에스엘바이오닉스
2019.12,410.0,35.0,41.0,8.5,9.98,12.2,57.64,172.83,425.21,279.0,9.97,2576.0,1.08,70.0,2.52,22.99,유니온커뮤니티
2020.12,438.0,24.0,22.0,5.37,5.0,6.23,65.28,162.92,439.2,149.0,28.58,2654.0,1.61,70.0,1.64,42.95,유니온커뮤니티
2021.12,390.0,3.0,23.0,0.86,6.02,6.61,56.49,163.44,451.36,161.0,24.36,2702.0,1.45,,,,유니온커뮤니티
2022.12(E),,,,,,,,,,,,,,,,,유니온커뮤니티
2019.12,857,7,6,0.86,0.75,2.44,99.08,126.39,306.93,50,103.67,2067,2.49,-,-,-,모헨즈
2020.12,707,5,2,0.66,0.25,0.24,79.81,176.47,318.92,5,956.76,2125,2.25,-,-,-,모헨즈
2021.12,728.0,10.0,1.0,1.34,0.13,-0.21,68.15,200.05,315.97,-5.0,-1171.89,2111.0,2.53,,,,모헨즈
2022.12(E),,,,,,,,,,,,,,,,,모헨즈
2019.12,1350.0,149.0,107.0,11.05,7.95,21.06,94.32,96.57,586.36,658.0,8.35,3562.0,1.54,50.0,0.91,7.32,에스폴리텍
2020.12,1352.0,142.0,77.0,10.49,5.73,13.09,98.36,109.34,671.69,473.0,12.16,4032.0,1.43,50.0,0.87,9.96,에스폴리텍
2021.12,1098.0,46.0,51.0,4.17,4.66,7.92,60.1,123.97,735.01,315.0,12.09,4402.0,0.87,50.0,1.31,14.99,에스폴리텍
2022.12(E),,,,,,,,,,,,,,,,,에스폴리텍
2019.12,285,22,26,7.78,9.17,14.71,22.33,455.36,5312.67,633,23.45,5301,2.80,-,-,-,티라유텍
2020.12,346,-13,-11,-3.84,-3.13,-3.97,27.22,218.76,5110.90,-199,-65.53,4962,2.63,-,-,-,티라유텍
2021.12,393.0,-79.0,-87.0,-20.07,-22.12,-38.29,58.93,106.03,3548.68,-1596.0,-7.83,3673.0,3.4,,,,티라유텍
2022.12(E),,,,,,,,,,,,,,,,,티라유텍
2019.12,312,-106,-122,-34.05,-39.18,-55.55,112.44,110.01,159.99,-959,-1.30,1260,0.99,-,-,-,알톤스포츠
2020.12,449,53,56,11.70,12.37,29.70,52.74,130.63,247.14,436,9.25,1711,2.35,-,-,-,알톤스포츠
2021.12,500.0,49.0,48.0,9.89,9.69,19.7,64.71,104.06,328.88,380.0,11.06,2172.0,1.94,,,,알톤스포츠
2022.12(E),,,,,,,,,,,,,,,,,알톤스포츠
2019.12,813.0,-3.0,-4.0,-0.4,-0.54,-0.59,49.3,91.4,287.38,-10.0,-128.94,1670.0,0.75,,,-219.06,리노스
2020.12,858.0,-62.0,-57.0,-7.21,-6.7,-7.96,25.07,183.86,241.62,-126.0,-8.84,1548.0,0.72,,,-17.7,리노스
2021.12,859.0,15.0,10.0,1.71,1.16,1.41,28.23,267.7,234.67,22.0,52.98,1600.0,0.72,,,107.24,리노스
2022.12(E),,,,,,,,,,,,,,,,,리노스
2019.12,367,-28,-46,-7.54,-12.65,-10.64,41.60,118.90,660.28,-429,-11.99,3801,1.35,-,-,-,마이크로프랜드
2020.12,510,49,64,9.68,12.62,14.48,38.39,167.05,783.42,595,11.11,4417,1.50,-,-,-,마이크로프랜드
2021.12,605.0,102.0,79.0,16.93,12.99,15.19,25.9,198.65,929.53,726.0,12.28,5148.0,1.73,,,,마이크로프랜드
2022.12(E),,,,,,,,,,,,,,,,,마이크로프랜드
2019.12,593,13,2,2.26,0.40,1.07,66.06,69.63,66.32,10,274.64,949,2.93,-,-,-,케스피온
2020.12,279,-80,-59,-28.51,-21.12,-20.72,91.79,78.27,33.24,-190,-14.59,890,3.12,-,-,-,케스피온
2021.12,389.0,-40.0,-29.0,-10.37,-7.49,-11.56,144.12,75.07,14.25,-96.0,-15.65,763.0,1.96,,,,케스피온
2022.12(E),,,,,,,,,,,,,,,,,케스피온
2019.12,1642.0,-46.0,-139.0,-2.83,-8.47,-11.97,101.27,65.83,726.18,-537.0,-3.76,4416.0,0.46,20.0,0.99,-3.56,오스템
2020.12,1282.0,66.0,23.0,5.15,1.77,1.97,83.55,75.24,712.32,84.0,34.28,4355.0,0.66,30.0,1.05,35.97,오스템
2021.12,1128.0,-3.0,-123.0,-0.29,-10.9,-10.98,91.28,68.99,625.56,-443.0,-5.28,4118.0,0.57,20.0,0.85,-4.3,오스템
2022.12(E),,,,,,,,,,,,,,,,,오스템
2019.12,2558.0,92.0,99.0,3.6,3.89,8.77,89.83,122.16,5269.04,2259.0,3.97,26821.0,0.33,150.0,1.67,6.64,원일특강
2020.12,2451.0,23.0,15.0,0.94,0.59,1.23,94.8,126.07,5302.53,330.0,26.64,26940.0,0.33,120.0,1.37,36.4,원일특강
2021.12,3279.0,169.0,188.0,5.16,5.73,14.64,81.22,89.97,6165.8,4266.0,3.32,31361.0,0.45,250.0,1.77,5.86,원일특강
2022.12(E),,,,,,,,,,,,,,,,,원일특강
2019.12,7,-39,-40,-563.06,-575.82,-32.43,14.11,1184.48,496.31,-800,-17.24,2990,4.62,-,-,-,이노테라피
2020.12,6,-37,-30,-620.15,-509.25,-21.75,33.23,641.64,374.59,-604,-27.39,2566,6.45,,,-,이노테라피
2021.12,5,-45,-50,-894.52,-993.51,-43.69,212.53,1628.99,263.23,-927,-13.06,1810,6.69,,,-,이노테라피
2022.12(E),,,,,,,,,,,,,,,,,이노테라피
2019.12,224,-34,-33,-15.10,-14.89,-17.18,95.16,95.85,92.74,-224,-13.87,1115,2.78,-,-,-,셀바스헬스케어
2020.12,212,15,8,7.16,3.59,3.09,81.32,110.70,99.95,35,71.56,1149,2.18,-,-,-,셀바스헬스케어
2021.12,291.0,34.0,25.0,11.73,8.5,9.34,74.57,123.22,126.02,114.0,26.32,1296.0,2.32,,,,셀바스헬스케어
2022.12(E),,,,,,,,,,,,,,,,,셀바스헬스케어
2019.12,224,21,19,9.43,8.51,19.25,26.13,221.67,526.63,476,,2703,-,,,-,싸이버원
2020.12,206,22,20,10.58,9.55,16.60,18.22,349.55,625.02,492,,3225,-,,,-,싸이버원
2021.12,222.0,17.0,20.0,7.62,8.9,9.93,12.34,174.84,1032.47,435.0,30.9,5683.0,2.37,80.0,0.59,19.15,싸이버원
2022.12(E),,,,,,,,,,,,,,,,,싸이버원
2019.12,2042,46,7,2.25,0.34,0.96,105.15,111.72,66.41,9,110.81,942,1.05,-,-,-,대호특수강
2020.12,1417,-86,-232,-6.10,-16.35,-37.90,134.31,93.62,33.08,-299,-2.80,654,1.28,-,-,-,대호특수강
2021.12,2122.0,78.0,76.0,3.66,3.59,,292.28,66.14,34.85,93.0,8.41,664.0,1.18,,,,대호특수강
2022.12(E),,,,,,,,,,,,,,,,,대호특수강
2019.12,121,5,11,3.79,9.17,3.53,3.79,3243.59,2445.80,397,49.51,12939,1.52,-,-,-,슈프리마아이디
2020.12,84,-1,7,-1.60,8.67,2.00,4.94,2157.36,2488.43,261,59.77,13176,1.18,-,-,-,슈프리마아이디
2021.12,145.0,30.0,33.0,20.7,22.42,7.72,5.88,1584.82,2731.23,1058.0,16.01,14255.0,1.19,,,,슈프리마아이디
2022.12(E),,,,,,,,,,,,,,,,,슈프리마아이디
2019.12,656,-18,41,-2.79,6.18,6.35,46.96,44.79,22.74,59,17.25,1343,0.75,-,-,-,서울전자통신
2020.12,598,-13,-34,-2.11,-5.64,-3.31,45.41,56.58,13.44,-48,-17.74,1588,0.54,-,-,-,서울전자통신
2021.12,691.0,-1.0,1.0,-0.17,0.08,0.06,68.51,55.17,13.67,1.0,910.03,1295.0,0.59,,,,서울전자통신
2022.12(E),,,,,,,,,,,,,,,,,서울전자통신
2019.12,171,-6,-73,-3.39,-42.92,-87.25,90.13,144.61,709.57,-398,-4.85,807,2.39,-,-,-,자비스
2020.12,123,-19,-67,-15.32,-54.81,-52.35,196.25,61.89,407.82,-335,-8.23,507,5.43,,,-,자비스
2021.12,161.0,-40.0,-52.0,-24.8,-32.06,-50.66,198.02,73.11,329.65,-233.0,-9.59,432.0,5.17,,,,자비스
2022.12(E),,,,,,,,,,,,,,,,,자비스
2019.12,451,-85,-286,-18.84,-63.40,-88.20,190.34,69.22,469.55,-697,-1.66,499,2.32,-,-,-,SGA솔루션즈
2020.12,406,39,52,9.60,12.83,27.09,90.70,94.46,571.10,157,6.64,666,1.56,-,-,-,SGA솔루션즈
2021.12,247,37,16,15.05,6.48,5.26,75.07,136.65,693.89,37,32.67,793,1.54,,,-,SGA솔루션즈
2022.12(E),,,,,,,,,,,,,,,,,SGA솔루션즈
2019.12,815,-111,-304,-13.68,-37.30,-48.60,164.44,62.14,-26.92,-344,-2.01,580,1.20,-,-,-,SGA
2020.12,780,24,68,3.09,8.67,9.31,85.74,116.14,-24.79,59,13.99,701,1.19,,,-,SGA
2021.12,619,36,40,5.83,6.52,9.94,39.82,174.18,1.55,78,13.19,901,1.15,,,-,SGA
2022.12(E),,,,,,,,,,,,,,,,,SGA
2019.12,1568.0,60.0,33.0,3.8,2.14,5.99,129.14,83.08,601.65,205.0,13.31,3521.0,0.77,25.0,0.92,12.13,한국큐빅
2020.12,1707.0,118.0,105.0,6.91,6.16,16.88,106.11,95.59,728.05,643.0,6.15,4142.0,0.95,50.0,1.27,7.73,한국큐빅
2021.12,1721.0,91.0,75.0,5.29,4.38,10.62,84.65,99.29,812.89,461.0,9.06,4584.0,0.91,70.0,1.68,15.1,한국큐빅
2022.12(E),,,,,,,,,,,,,,,,,한국큐빅
2019.12,1315,-5,-3,-0.35,-0.20,-1.10,37.30,563.34,1017.81,-63,-52.34,6018,0.55,-,-,-,아이즈비전
2020.12,1353,57,158,4.21,11.64,12.40,45.01,278.09,1169.68,770,4.95,7204,0.53,-,-,-,아이즈비전
2021.12,1450.0,86.0,205.0,5.92,14.16,14.99,48.75,123.35,1370.56,1091.0,4.05,8222.0,0.54,,,,아이즈비전
2022.12(E),,,,,,,,,,,,,,,,,아이즈비전
2019.12,3380,257,153,7.60,4.54,19.00,177.86,83.71,1453.59,1311,6.46,7921,1.07,-,-,-,S&K폴리텍
2020.12,2550.0,35.0,-84.0,1.37,-3.28,-6.92,105.62,123.77,1494.26,-532.0,-9.83,8136.0,0.64,250.0,4.78,-44.99,S&K폴리텍
2021.12,3310.0,67.0,51.0,2.04,1.55,4.12,128.88,104.08,1514.33,324.0,17.84,8546.0,0.68,250.0,4.33,71.55,S&K폴리텍
2022.12(E),,,,,,,,,,,,,,,,,S&K폴리텍
2019.12,904,70,61,7.79,6.78,11.98,58.41,104.23,1922.27,218,8.54,1956,0.95,-,-,-,바이오로그디바이스
2020.12,918,-43,-169,-4.70,-18.41,-36.03,168.63,82.70,1387.24,-585,-2.79,1310,1.25,,,-,바이오로그디바이스
2021.12,873.0,-67.0,-79.0,-7.63,-9.04,-16.55,109.87,75.39,1074.55,-189.0,-16.5,1195.0,2.61,,,,바이오로그디바이스
2022.12(E),,,,,,,,,,,,,,,,,바이오로그디바이스
2019.12,230,5,20,2.26,8.89,6.67,9.58,364.75,407.94,70,50.94,1149,3.11,,,-,제일바이오
2020.12,190,-5,10,-2.57,5.23,2.85,11.61,599.56,456.27,34,114.37,1352,2.89,,,-,제일바이오
2021.12,169.0,-17.0,-7.0,-10.21,-4.21,-1.89,4.9,942.38,180.51,-24.0,-131.87,1321.0,2.44,,,,제일바이오
2022.12(E),,,,,,,,,,,,,,,,,제일바이오
2019.12,38,-21,-29,-55.00,-76.75,98.30,66.95,116.54,24.48,-940,-4.74,703,6.34,,,-,아이톡시
2020.12,87,-1,-13,-0.85,-15.23,-24.03,91.34,139.38,-1.86,-181,-24.61,545,8.19,,,-,아이톡시
2021.12,117.0,-49.0,-75.0,-42.34,-64.34,-130.61,128.11,150.73,-60.37,-562.0,-7.93,284.0,15.7,,,,아이톡시
2022.12(E),,,,,,,,,,,,,,,,,아이톡시
2019.12,1559,-76,-216,-4.87,-13.86,-22.71,68.26,80.08,94.39,-240,-5.09,933,1.31,-,-,-,지엔코
2020.12,1282,-73,-170,-5.70,-13.26,-23.20,67.47,69.28,51.62,-190,-5.61,707,1.51,-,-,-,지엔코
2021.12,1354,-8,-200,-0.59,-14.79,-30.28,71.17,57.91,18.06,-190,-3.63,546,1.26,-,-,-,지엔코
2022.12(E),,,,,,,,,,,,,,,,,지엔코
2019.12,1179.0,60.0,34.0,5.12,2.9,13.26,205.97,26.71,2421.88,283.0,14.1,2347.0,1.7,,,2.05,우양
2020.12,1331.0,65.0,41.0,4.9,3.06,11.43,225.16,24.88,2746.3,285.0,20.87,2640.0,2.25,,,1.72,우양
2021.12,1392.0,21.0,13.0,1.48,0.92,3.23,222.82,25.06,2745.58,90.0,51.39,2924.0,1.58,,,,우양
2022.12(E),,,,,,,,,,,,,,,,,우양
2019.12,446,29,44,6.58,9.86,4.73,24.15,124.42,792.81,208,8.92,4525,0.41,,,-,아즈텍WB
2020.12,360.0,-21.0,36.0,-5.92,10.1,3.76,27.27,114.46,826.66,169.0,10.8,4698.0,0.39,50.0,2.73,28.83,아즈텍WB
2021.12,364.0,-4.0,115.0,-1.04,31.75,11.03,30.74,87.36,939.02,537.0,6.17,5274.0,0.63,50.0,1.51,9.09,아즈텍WB
2022.12(E),,,,,,,,,,,,,,,,,아즈텍WB
2019.12,262,-84,-316,-31.95,-120.47,-25.39,25.35,178.30,1670.62,-525,-1.85,1811,0.54,,,-,한일진공
2020.12,157,-87,80,-55.77,50.92,9.07,18.94,87.86,1619.52,173,6.80,1761,0.67,-,-,-,한일진공
2021.12,101,-74,-415,-73.56,-411.88,-33.50,31.82,79.89,1120.10,-505,-1.78,1262,0.71,,,-,한일진공
2022.12(E),,,,,,,,,,,,,,,,,한일진공
2019.12,851.0,54.0,33.0,6.29,3.84,9.62,94.07,29.68,486.42,262.0,9.05,2894.0,0.82,120.0,5.06,44.49,에스티오
2020.12,684.0,-11.0,-27.0,-1.61,-3.95,-8.24,117.14,31.43,410.94,-216.0,-9.97,2507.0,0.86,110.0,5.1,-49.41,에스티오
2021.12,645.0,3.0,3.0,0.46,0.52,1.13,110.19,38.92,393.62,27.0,92.89,2417.0,1.04,110.0,4.39,396.03,에스티오
2022.12(E),,,,,,,,,,,,,,,,,에스티오
2019.12,667,51,27,7.59,4.07,,942.06,57.64,75.54,92,,103,,,,-,휴럼
2020.12,768,74,21,9.70,2.70,41.13,459.91,59.16,266.17,67,,220,,,,-,휴럼
2021.12,691.0,13.0,-73.0,1.83,-10.53,-34.8,32.93,245.59,856.06,-216.0,-7.91,956.0,1.78,,,,휴럼
2022.12(E),,,,,,,,,,,,,,,,,휴럼
2019.12,1556.0,185.0,88.0,11.86,5.66,4.52,77.37,173.18,448.39,119.0,25.16,2650.0,1.13,50.0,1.68,42.41,백금T&A
2020.12,1328,61,-8,4.59,-0.57,-13.73,80.57,168.41,371.50,-336,-9.02,2266,1.34,-,-,-,백금T&A
2021.12,1565.0,100.0,98.0,6.36,6.27,14.44,60.22,185.86,441.56,354.0,11.7,2638.0,1.57,,,,백금T&A
2022.12(E),,,,,,,,,,,,,,,,,백금T&A
2020.03,380,-8,3,-1.98,0.66,1.32,78.29,139.10,4.30,6,110.89,483,1.46,,,-,피에스엠씨
2021.03,383,-27,-38,-7.12,-9.93,-22.21,124.32,139.75,-15.06,-95,-16.99,373,4.32,,,-,피에스엠씨
2022.03,507,8,-8,1.67,-1.66,-5.64,153.50,146.46,-16.44,-21,-58.12,370,3.27,,,-,피에스엠씨
2023.03(E),,,,,,,,,,,,,,,,,피에스엠씨
2019.12,927.0,13.0,-62.0,1.44,-6.7,-9.26,153.69,40.3,2012.29,-973.0,-7.66,10138.0,0.73,80.0,1.07,-8.1,스타플렉스
2020.12,681,-44,-69,-6.44,-10.13,-10.63,133.74,29.35,1659.49,-954,-5.31,8480,0.60,,,-,스타플렉스
2021.12,850.0,-38.0,70.0,-4.41,8.19,7.79,69.05,52.56,1768.67,669.0,9.58,9025.0,0.71,,,,스타플렉스
2022.12(E),,,,,,,,,,,,,,,,,스타플렉스
2019.12,405.0,8.0,21.0,2.01,5.17,3.66,10.78,607.8,1920.18,72.0,24.98,2031.0,0.88,40.0,2.23,53.83,딜리
2020.12,277.0,9.0,-6.0,3.28,-2.03,-0.99,11.51,659.42,1862.4,-19.0,-81.14,1990.0,0.78,40.0,2.58,-202.45,딜리
2021.12,353.0,20.0,30.0,5.78,8.63,5.42,21.49,206.66,1928.35,104.0,20.13,2057.0,1.02,40.0,1.91,36.47,딜리
2022.12(E),,,,,,,,,,,,,,,,,딜리
2019.12,2471,30,3,1.23,0.12,-0.70,133.53,108.96,216.92,-11,-156.92,1570,1.10,-,-,-,엑사이엔씨
2020.12,2343,10,-3,0.41,-0.11,-1.38,132.38,112.44,212.29,-23,-64.28,1782,0.83,-,-,-,엑사이엔씨
2021.12,2208.0,-40.0,-37.0,-1.82,-1.68,-8.26,168.09,96.48,184.13,-141.0,-9.66,1628.0,0.84,,,,엑사이엔씨
2022.12(E),,,,,,,,,,,,,,,,,엑사이엔씨
2019.12,290.0,9.0,21.0,3.17,7.18,5.3,11.61,158.55,1025.51,678.0,17.2,15190.0,0.77,36.0,0.31,4.34,동일기연
2020.12,253.0,2.0,1.0,0.76,0.35,1.53,10.07,413.52,1025.31,221.0,53.9,15403.0,0.77,42.0,0.35,17.93,동일기연
2021.12,261.0,1.0,78.0,0.29,29.74,13.87,8.07,289.82,1165.3,2174.0,6.74,17848.0,0.82,39.0,0.26,1.67,동일기연
2022.12(E),,,,,,,,,,,,,,,,,동일기연
2019.12,671,40,35,5.96,5.22,10.87,92.53,127.08,403.36,228,9.18,2229,0.94,-,-,-,기산텔레콤
2020.12,688,4,3,0.61,0.49,0.15,101.89,141.42,404.09,3,778.21,2231,1.17,-,-,-,기산텔레콤
2021.12,619.0,-10.0,-7.0,-1.6,-1.1,-3.66,104.75,148.07,391.96,-79.0,-32.93,2159.0,1.21,,,,기산텔레콤
2022.12(E),,,,,,,,,,,,,,,,,기산텔레콤
2019.12,93,10,58,11.17,63.03,,10.76,148.00,2715.79,464,6.77,14026,0.22,-,-,-,휴맥스홀딩스
2020.12,51,-204,-219,-400.45,-428.96,-15.48,18.42,75.46,2362.49,-1740,-2.55,11876,0.37,-,-,-,휴맥스홀딩스
2021.12,78.0,-139.0,-209.0,-179.0,-270.05,-16.8,156.94,73.1,2070.85,-1665.0,-2.5,10961.0,0.38,,,,휴맥스홀딩스
2022.12(E),,,,,,,,,,,,,,,,,휴맥스홀딩스
2019.12,481,-18,-29,-3.66,-6.00,,69.16,102.32,540.58,-256,-17.99,2716,1.70,-,-,-,디와이디
2020.12,304,-85,-107,-28.12,-35.10,-44.66,20.56,324.30,329.03,-900,-7.71,1341,5.17,,,-,디와이디
2021.12,140.0,-94.0,-417.0,-67.02,-296.48,-405.68,147.69,165.66,24.61,-2631.0,-0.96,214.0,11.86,,,,디와이디
2022.12(E),,,,,,,,,,,,,,,,,디와이디
2019.12,184.0,-4.0,5.0,-2.34,2.93,1.19,5.35,1995.69,1367.27,90.0,63.91,8593.0,0.67,50.0,0.87,48.95,프리엠스
2020.12,184.0,-4.0,1.0,-2.37,0.63,0.25,8.81,1424.02,1364.8,19.0,845.1,9949.0,1.64,50.0,0.31,211.54,프리엠스
2021.12,252.0,8.0,12.0,3.2,4.83,2.3,12.35,876.75,1585.44,203.0,95.94,10566.0,1.84,50.0,0.26,22.18,프리엠스
2022.12(E),,,,,,,,,,,,,,,,,프리엠스
2019.12,215,-14,-68,-6.41,-31.64,-48.90,75.36,64.43,16.37,-146,-5.73,210,4.00,,,-,씨엔플러스
2020.12,220,-12,-57,-5.30,-25.93,-53.62,193.01,90.45,-46.91,-94,-8.90,128,6.54,-,-,-,씨엔플러스
2021.12,316,-1,-11,-0.44,-3.43,-11.66,132.24,83.71,-40.96,-16,-52.54,146,5.76,,,-,씨엔플러스
2022.12(E),,,,,,,,,,,,,,,,,씨엔플러스
2019.12,330.0,22.0,45.0,6.68,13.79,9.37,48.25,69.1,795.15,463.0,8.79,5343.0,0.76,38.0,0.93,7.85,성우테크론
2020.12,379.0,43.0,39.0,11.38,10.2,7.35,48.19,118.24,850.36,391.0,11.9,5691.0,0.82,38.0,0.83,9.48,성우테크론
2021.12,439.0,55.0,56.0,12.47,12.83,9.67,41.54,159.89,940.87,569.0,9.52,6519.0,0.83,39.0,0.72,6.64,성우테크론
2022.12(E),,,,,,,,,,,,,,,,,성우테크론
2019.12,950,-280,-334,-29.43,-35.20,-57.29,81.03,47.64,481.96,-2026,-2.01,2862,1.42,-,-,-,제이에스티나
2020.12,600,-137,-138,-22.85,-23.00,-36.20,119.56,33.60,323.08,-836,-2.50,1954,1.07,-,-,-,제이에스티나
2021.12,673.0,14.0,176.0,2.01,26.16,44.21,33.18,171.24,525.91,1067.0,3.21,3081.0,1.11,100.0,2.92,8.99,제이에스티나
2022.12(E),,,,,,,,,,,,,,,,,제이에스티나
2019.12,251.0,34.0,25.0,13.45,9.83,7.3,46.99,418.48,1726.96,650.0,24.45,9136.0,1.74,85.0,0.53,13.07,대성미생물
2020.12,248.0,22.0,15.0,8.84,6.12,4.28,71.47,318.04,1810.96,400.0,40.54,9556.0,1.7,85.0,0.52,21.27,대성미생물
2021.12,240.0,3.0,9.0,1.41,3.61,2.36,69.23,246.64,1847.4,228.0,62.97,9738.0,1.47,75.0,0.52,32.91,대성미생물
2022.12(E),,,,,,,,,,,,,,,,,대성미생물
2019.12,349,-24,-25,-6.96,-7.18,183.29,400.08,105.29,-25.92,-554,,422,-,,,-,와이더플래닛
2020.12,290,-40,-41,-13.90,-14.20,-1204.45,-566.17,50.17,-168.83,-712,,-303,-,,,-,와이더플래닛
2021.12,354.0,-55.0,-80.0,-15.46,-22.45,-67.7,142.42,384.89,582.88,-1098.0,-16.84,3450.0,5.36,,,,와이더플래닛
2022.12(E),528,-32,-90,-6.06,-17.04,,,,,-1216,-4.78,,,-,,,와이더플래닛
2019.12,1093,59,34,5.37,3.09,2.07,41.20,276.88,185.58,31,21.70,1534,0.44,-,-,-,글로벌에스엠
2020.12,992,59,35,6.00,3.49,1.75,46.01,270.82,190.33,27,20.59,1567,0.36,-,-,-,글로벌에스엠
2021.12,1184.0,79.0,33.0,6.66,2.77,1.03,37.24,299.25,193.18,17.0,59.11,1726.0,0.58,,,,글로벌에스엠
2022.12(E),,,,,,,,,,,,,,,,,글로벌에스엠
2019.12,794,75,55,9.40,6.98,15.33,34.72,196.27,1526.33,209,6.10,1588,0.80,-,-,-,패션플랫폼
2020.12,581,18,11,3.01,1.87,2.63,31.56,175.33,1567.04,41,33.16,1630,0.83,-,-,-,패션플랫폼
2021.12,899.0,60.0,155.0,6.64,17.19,,28.87,117.34,2148.47,578.0,3.0,2234.0,0.78,,,,패션플랫폼
2022.12(E),,,,,,,,,,,,,,,,,패션플랫폼
2020.03,704.0,35.0,39.0,4.98,5.49,8.72,41.33,297.78,556.75,276.0,14.64,3645.0,1.11,100.0,2.48,31.83,이씨에스
2021.03,748.0,48.0,49.0,6.35,6.57,10.53,38.82,327.08,610.53,399.0,17.9,3944.0,1.81,130.0,1.82,32.55,이씨에스
2022.03,802.0,50.0,52.0,6.23,6.54,10.43,42.89,268.6,664.46,427.0,12.32,4243.0,1.24,150.0,2.85,35.14,이씨에스
2023.03(E),,,,,,,,,,,,,,,,,이씨에스
2019.12,130,5,11,3.81,8.22,4.78,15.10,644.66,676.70,184,33.16,3968,1.54,,,-,에스에스알
2020.12,103,-4,1,-4.13,0.55,0.24,10.45,986.14,683.79,10,646.49,3961,1.58,-,-,-,에스에스알
2021.12,107.0,16.0,16.0,15.26,15.47,6.72,10.26,997.08,740.02,277.0,23.63,4253.0,1.54,,,,에스에스알
2022.12(E),,,,,,,,,,,,,,,,,에스에스알
2019.12,1,-66,-92,-4801.54,-6706.45,-197.47,1438.54,50.14,-176.94,-1699,-9.71,29,573.40,,,-,젠큐릭스
2020.12,16,-93,330,-589.48,2096.99,,18.67,78.81,1525.45,5605,2.94,8342,1.98,-,-,-,젠큐릭스
2021.12,30.0,-127.0,-351.0,-418.29,-1153.59,-82.19,78.1,99.54,751.74,-5141.0,-3.48,4449.0,4.02,,,,젠큐릭스
2022.12(E),,,,,,,,,,,,,,,,,젠큐릭스
2019.12,1154,-20,-103,-1.74,-8.91,-29.81,196.81,37.01,121.03,-357,-6.63,1043,2.27,-,-,-,우리로
2020.12,1069,2,-99,0.17,-9.27,-35.10,234.74,26.13,60.14,-308,-5.36,758,2.18,-,-,-,우리로
2021.12,1074.0,38.0,136.0,3.56,12.64,44.64,64.44,121.73,163.81,464.0,4.12,1279.0,1.49,,,,우리로
2022.12(E),,,,,,,,,,,,,,,,,우리로
2019.12,561,-16,-30,-2.92,-5.41,-7.29,56.05,166.42,910.47,-77,-20.82,1052,1.52,-,-,-,넥스트아이
2020.12,348.0,-104.0,419.0,-29.76,120.39,43.56,37.69,216.79,1399.35,557.0,2.98,1564.0,1.06,17.0,1.02,2.98,넥스트아이
2021.12,287.0,-115.0,-212.0,-40.17,-73.78,-16.35,39.09,171.62,1153.12,-236.0,-5.46,1378.0,0.94,,,,넥스트아이
2022.12(E),,,,,,,,,,,,,,,,,넥스트아이
